Agent,Service,Amount,Status,Paid At
RA001,cashout,999.99,SUCCESS,2026-03-05 16:47:00
RA001,cashout,999.99,FAILED,2026-03-05 16:48:00
RA001,cashout,999.99,SUCCESS,2026-03-05 16:49:00
RA001,cashout,999.99,SUCCESS,2026-03-05 16:50:00
RA001,cashout,999.99,SUCCESS,2026-03-05 16:51:00
RA001,cashout,999.99,SUCCESS,2026-03-05 16:52:00
RA001,cashout,999.99,SUCCESS,2026-03-05 16:53:00
RA001,cashout,999.99,FAILED,2026-03-05 16:54:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:00:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:01:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:02:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:03:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:04:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:05:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:06:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:07:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:08:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:09:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:10:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:11:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:12:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:13:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:14:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:15:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:16:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:17:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:18:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:19:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:20:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:21:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:22:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:23:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:24:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:25:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:26:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:27:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:28:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:29:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:30:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:31:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:32:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:33:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:34:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:35:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:36:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:37:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:38:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:39:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:40:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:41:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:42:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:43:00
RA002,cashin,2500.0,SUCCESS,2026-03-05 16:44:00
