Agent,Service,Amount,Status,Paid At
SC001,airtime,170,SUCCESS,2026-03-03 15:18:00
SC001,airtime,180,SUCCESS,2026-03-03 15:19:00
SC001,airtime,150,SUCCESS,2026-03-03 15:20:00
SC001,airtime,160,SUCCESS,2026-03-03 15:21:00
SC001,airtime,170,SUCCESS,2026-03-03 15:22:00
SC001,airtime,180,SUCCESS,2026-03-03 15:23:00
SC001,airtime,150,SUCCESS,2026-03-03 15:24:00
SC001,airtime,160,SUCCESS,2026-03-03 15:25:00
SC001,cashin,170,SUCCESS,2026-03-03 15:26:00
SC001,cashin,180,SUCCESS,2026-03-03 15:27:00
SC001,cashin,150,SUCCESS,2026-03-03 15:28:00
SC001,cashin,160,SUCCESS,2026-03-03 15:29:00
SC002,cashin,300,SUCCESS,2026-03-03 14:00:00
SC002,cashout,320,SUCCESS,2026-03-03 14:01:00
SC002,transfer,340,SUCCESS,2026-03-03 14:02:00
SC002,cashin,360,SUCCESS,2026-03-03 14:03:00
SC002,cashout,380,SUCCESS,2026-03-03 14:04:00
SC002,transfer,400,SUCCESS,2026-03-03 14:05:00
SC002,cashin,420,SUCCESS,2026-03-03 14:06:00
SC002,cashout,440,SUCCESS,2026-03-03 14:07:00
SC002,transfer,460,SUCCESS,2026-03-03 14:08:00
SC002,cashin,480,SUCCESS,2026-03-03 14:09:00
SC002,cashout,500,SUCCESS,2026-03-03 14:10:00
SC002,transfer,520,SUCCESS,2026-03-03 14:11:00
SC002,cashin,300,SUCCESS,2026-03-03 14:12:00
SC002,cashout,320,SUCCESS,2026-03-03 14:13:00
SC002,transfer,340,SUCCESS,2026-03-03 14:14:00
SC002,cashin,360,SUCCESS,2026-03-03 14:15:00
SC002,cashout,380,SUCCESS,2026-03-03 14:16:00
SC002,transfer,400,SUCCESS,2026-03-03 14:17:00
SC002,cashin,420,SUCCESS,2026-03-03 14:18:00
SC002,cashout,440,SUCCESS,2026-03-03 14:19:00
SC002,transfer,460,SUCCESS,2026-03-03 14:20:00
SC002,cashin,480,SUCCESS,2026-03-03 14:21:00
SC002,cashout,500,SUCCESS,2026-03-03 14:22:00
SC002,transfer,520,SUCCESS,2026-03-03 14:23:00
SC002,cashin,300,SUCCESS,2026-03-03 14:24:00
SC002,cashout,320,SUCCESS,2026-03-03 14:25:00
SC002,transfer,340,SUCCESS,2026-03-03 14:26:00
SC002,cashin,360,SUCCESS,2026-03-03 14:27:00
SC002,cashout,380,SUCCESS,2026-03-03 14:28:00
SC002,transfer,400,SUCCESS,2026-03-03 14:29:00
SC002,cashin,420,SUCCESS,2026-03-03 14:30:00
SC002,cashout,440,SUCCESS,2026-03-03 14:31:00
SC002,transfer,460,SUCCESS,2026-03-03 14:32:00
SC002,cashin,480,SUCCESS,2026-03-03 14:33:00
SC002,cashout,500,SUCCESS,2026-03-03 14:34:00
SC002,transfer,520,SUCCESS,2026-03-03 14:35:00
SC002,cashin,300,SUCCESS,2026-03-03 14:36:00
SC002,cashout,320,SUCCESS,2026-03-03 14:37:00
SC002,transfer,340,SUCCESS,2026-03-03 14:38:00
SC002,cashin,360,SUCCESS,2026-03-03 14:39:00
SC002,cashout,380,SUCCESS,2026-03-03 14:40:00
SC002,transfer,400,SUCCESS,2026-03-03 14:41:00
SC002,cashin,420,SUCCESS,2026-03-03 14:42:00
SC002,cashout,440,SUCCESS,2026-03-03 14:43:00
SC002,transfer,460,SUCCESS,2026-03-03 14:44:00
SC002,cashin,480,SUCCESS,2026-03-03 14:45:00
SC002,cashout,500,SUCCESS,2026-03-03 14:46:00
SC002,transfer,520,SUCCESS,2026-03-03 14:47:00
SC002,cashin,300,SUCCESS,2026-03-03 14:48:00
SC002,cashout,320,SUCCESS,2026-03-03 14:49:00
SC002,transfer,340,SUCCESS,2026-03-03 14:50:00
SC002,cashin,360,SUCCESS,2026-03-03 14:51:00
SC002,cashout,380,SUCCESS,2026-03-03 14:52:00
SC002,transfer,400,SUCCESS,2026-03-03 14:53:00
SC002,cashin,420,SUCCESS,2026-03-03 14:54:00
SC002,cashout,440,SUCCESS,2026-03-03 14:55:00
SC002,transfer,460,SUCCESS,2026-03-03 14:56:00
SC002,cashin,480,SUCCESS,2026-03-03 14:57:00
SC002,cashout,500,SUCCESS,2026-03-03 14:58:00
SC002,transfer,520,SUCCESS,2026-03-03 14:59:00
